object_id,record_type,well_use,longitude,latitude,coord_source,county,township,completion_date,total_depth_ft,dem_elev_ft,aquifer_type,drill_type,test_rate_gpm,static_water_level_ft,case_length_ft,bedrock_depth_ft,well_no
4945,W,,-84.163265,40.204484,DIGITIZED,SHELBY,ORANGE,1958-01-28,188.0,1042.300048828125,GRAVEL,,10.0,63.0,188.0,,197848
4946,W,,-84.14412399999999,40.214307,DIGITIZED,SHELBY,ORANGE,1963-06-07,145.0,1055.5999755859375,LIMESTONE,,12.0,39.0,135.0,135,297031
4947,W,,-84.155279,40.264010999999996,DIGITIZED,SHELBY,ORANGE,1969-03-10,109.0,799.7000122070312,GRAVEL,,13.0,83.0,109.0,,392901
4948,W,,-84.13563599999999,40.190697,DIGITIZED,SHELBY,ORANGE,1983-02-04,160.0,1052.699951171875,LIMESTONE,,25.0,38.0,142.0,140,640223
4956,W,DOMESTIC,-84.243141,40.267412,,SHELBY,WASHINGTON,1993-05-13,140.0,972.2000122070312,LIMESTONE,ROTARY,15.0,50.0,76.0,72,764059
5046,W,,-84.374005,40.198156,DIGITIZED,SHELBY,LORAMIE,1952-03-27,241.0,984.5,LIMESTONE,,25.0,36.0,236.0,238,86264
5055,W,,-84.33796699999999,40.369763,DIGITIZED,SHELBY,MCLEAN,1949-07-22,84.0,955.5999755859375,GRAVEL,,10.0,14.0,85.0,,36743
5060,W,,-84.35667,40.24773,,SHELBY,LORAMIE,1928-04-01,85.0,948.5999755859375,SAND & GRAVEL,ROTARY,20.0,21.0,87.0,,674769
5061,W,AGRIC/IRRIG,-84.133123,40.342982,,SHELBY,FRANKLIN,1988-10-04,100.0,1130.4000244140625,GRAVEL,ROTARY,350.0,34.0,100.0,,690158
5062,W,MONITOR,-84.18658599999999,40.378052,DIGITAL MAP,SHELBY,FRANKLIN,1990-08-11,157.0,,GRAVEL,ROTARY,20.0,40.0,157.0,,718719
5063,W,MONITOR,-84.19876,40.375707,DIGITAL MAP,SHELBY,FRANKLIN,1990-09-07,147.0,,SAND & GRAVEL,ROTARY,40.0,38.0,143.0,,718715
5070,W,,-84.184955,40.302459,DIGITIZED,SHELBY,CLINTON,1965-06-28,104.0,954.5999755859375,LIMESTONE,,12.0,74.0,100.0,100,334325
5073,W,,-84.15006,40.317447,DIGITIZED,SHELBY,FRANKLIN,1956-03-22,126.0,1051.5999755859375,LIMESTONE,,,72.0,116.0,119,180467
5074,W,,-84.19118499999999,40.328707,DIGITIZED,SHELBY,FRANKLIN,1954-11-27,102.0,565.9000244140625,SAND & GRAVEL,,15.0,43.0,102.0,,131746
5075,W,,-84.344456,40.368639,DIGITIZED,SHELBY,MCLEAN,1960-12-14,70.0,956.4000244140625,GRAVEL,,15.0,15.0,70.0,,237615
5076,W,,-84.298097,40.329895,DIGITIZED,SHELBY,MCLEAN,1969-07-31,140.0,1016.4000244140625,LIMESTONE,,12.0,57.0,128.0,128,398852
5077,W,,-84.394943,40.226144999999995,DIGITIZED,SHELBY,LORAMIE,1956-07-03,96.0,975.7999877929688,LIMESTONE,,20.0,16.0,96.0,18,168622
5078,W,,-84.208079,40.330549,DIGITIZED,SHELBY,FRANKLIN,1968-11-21,70.0,1018.5999755859375,GRAVEL,,14.0,39.0,70.0,,383432
5079,W,,-84.335409,40.242244,DIGITIZED,SHELBY,LORAMIE,1962-05-17,139.0,968.2999877929688,GRAVEL,,12.0,39.0,139.0,,271461
5080,W,,-84.23764,40.330656,DIGITIZED,SHELBY,TURTLE CREEK,1964-04-06,62.0,517.2999877929688,GRAVEL,,12.0,40.0,62.0,,316109
5081,W,,-84.40647899999999,40.232108,DIGITIZED,SHELBY,LORAMIE,1966-01-10,143.0,975.9000244140625,SHALE,,23.0,14.0,59.0,55,313993
5083,W,,-84.233693,40.467178,DIGITIZED,SHELBY,VAN BUREN,1962-09-24,137.0,972.0999755859375,SAND & GRAVEL,,24.0,38.0,137.0,,272719
5084,W,,-84.321049,40.452377,DIGITIZED,SHELBY,VAN BUREN,1956-11-09,141.0,937.9000244140625,LIMESTONE,,,35.0,89.0,82,193102
5085,W,,-84.257693,40.403247,DIGITIZED,SHELBY,VAN BUREN,1963-01-15,98.0,966.7000122070312,GRAVEL,,20.0,15.0,98.0,,286621
5101,W,,-84.237769,40.265881,DIGITIZED,SHELBY,WASHINGTON,1968-12-01,47.0,556.9000244140625,GRAVEL,,15.0,30.0,47.0,,336555
5102,W,,-84.247221,40.257104,DIGITIZED,SHELBY,WASHINGTON,1967-02-04,46.0,700.0,GRAVEL,,15.0,23.0,46.0,,357675
5188,W,,-84.35914199999999,40.279356,DIGITIZED,SHELBY,CYNTHIAN,1961-08-29,61.0,963.2999877929688,GRAVEL,,12.0,36.0,61.0,,246542
5189,W,,-84.188087,40.277206,DIGITIZED,SHELBY,CLINTON,1956-06-16,150.0,1044.699951171875,LIMESTONE,,10.0,65.0,115.0,115,180483
7247,W,DOMESTIC,-84.39782,40.23364,GEOCODE,SHELBY,LORAMIE,1998-01-30,42.0,972.0999755859375,SAND & GRAVEL,ROTARY,20.0,17.0,39.0,,871208
7361,W,DRY/NO WATER,-84.23530000000001,40.20559,,SHELBY,WASHINGTON,1997-12-04,240.0,938.2999877929688,SHALE,REVERSE ROTARY,,,128.0,124,867150
7777,W,DOMESTIC,-84.135,40.391369999999995,GEOCODE,SHELBY,FRANKLIN,2001-07-31,202.0,1035.699951171875,LIMESTONE,ROTARY,20.0,25.0,139.0,134,934614
8064,W,DOMESTIC,-84.412564,40.228825,,SHELBY,LORAMIE,2001-09-12,100.0,977.4000244140625,SAND & GRAVEL,ROTARY,40.0,18.0,99.0,,934678
8199,W,DOMESTIC,-84.014573,40.321771,GEOCODE,SHELBY,SALEM,2001-12-05,93.0,585.9000244140625,GRAVEL,ROTARY,60.0,16.0,91.0,,937923
8283,W,DOMESTIC,-84.231534,40.35921,GEOCODE,SHELBY,TURTLE CREEK,2000-12-12,182.0,577.4000244140625,LIMESTONE,ROTARY,18.0,46.0,105.0,98,924269
8380,W,DOMESTIC,-84.180188,40.319347,GEOCODE,SHELBY,FRANKLIN,2001-07-26,102.0,973.0999755859375,GRAVEL & SAND,ROTARY,20.0,61.0,100.0,,934608
8398,W,DOMESTIC,-84.34131,40.371111,,SHELBY,MCLEAN,2002-04-18,96.0,957.4000244140625,GRAVEL,ROTARY,100.0,20.0,93.0,62,945223
8410,W,DOMESTIC,-84.40986,40.2115,GEOCODE,SHELBY,LORAMIE,2001-05-10,110.0,980.7000122070312,GRAVEL & SAND,ROTARY,60.0,15.0,108.0,,928548
8598,W,DOMESTIC,-84.37111,40.317969999999995,GEOCODE,SHELBY,CYNTHIAN,2002-08-24,189.0,988.5999755859375,LIMESTONE,ROTARY,20.0,53.0,160.0,153,948537
8648,W,DOMESTIC,-84.069954,40.338046,GEOCODE,SHELBY,SALEM,2002-05-23,148.0,1000.5999755859375,LIMESTONE,CABLE TOOL,6.0,6.0,154.0,140,941309
8663,W,AGRIC/IRRIG,-84.105871,40.303805,,SHELBY,PERRY,2002-03-13,181.0,677.7999877929688,LIMESTONE,ROTARY,30.0,63.0,135.0,129,942361
8982,W,,-84.29831999999999,40.436081,DIGITIZED,SHELBY,VAN BUREN,,90.0,976.0999755859375,LIMESTONE,,,15.0,90.0,85,97302
9171,W,DOMESTIC,-84.02629,40.374900000000004,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2003-08-11,82.0,1035.300048828125,GRAVEL & SAND,ROTARY,20.0,17.0,81.0,,965169
9242,W,,-84.324992,40.475953,DGS SURFICIAL MAPPING,SHELBY,VAN BUREN,1968-08-20,200.0,914.0,LIMESTONE,,90.0,,50.0,50,325273
9246,W,,-84.20208,40.217237,DIGITIZED,SHELBY,ORANGE,1963-06-12,104.0,982.7000122070312,LIMESTONE,,10.0,62.0,62.0,62,297032
9329,W,DOMESTIC,-84.19185,40.35183,GLOBAL POSITIONING SYSTEM,SHELBY,FRANKLIN,2004-04-24,101.0,1058.9000244140625,GRAVEL & SAND,ROTARY,25.0,72.0,100.0,,979953
9354,W,DOMESTIC,-84.10844999999999,40.36371,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2004-09-24,302.0,732.0999755859375,LIMESTONE,ROTARY,50.0,61.0,179.0,249,984774
9445,W,DOMESTIC,-84.0661,40.35252,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2003-11-25,57.0,1050.0999755859375,SAND,ROTARY,35.0,30.0,55.0,,970565
9600,W,DOMESTIC,-84.20089,40.38115,GLOBAL POSITIONING SYSTEM,SHELBY,FRANKLIN,2004-08-02,66.0,1018.7000122070312,,,25.0,42.0,64.0,62,982860
9610,W,DOMESTIC,-84.08234,40.48198,GLOBAL POSITIONING SYSTEM,SHELBY,JACKSON,2004-10-11,83.0,1041.9000244140625,,ROTARY,60.0,40.0,80.0,,984817
9613,W,MONITOR,-84.176954,40.287756,GEOCODE,SHELBY,CLINTON,2004-09-27,28.0,853.0,,AUGER,,,23.0,,968335
9721,W,DOMESTIC,-84.14128,40.21253,GLOBAL POSITIONING SYSTEM,SHELBY,ORANGE,2004-07-05,165.0,1053.9000244140625,LIMESTONE,ROTARY,35.0,36.0,148.0,137,982803
9897,W,DOMESTIC,-84.10842,40.36134,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2005-04-15,111.0,901.9000244140625,SAND & GRAVEL,ROTARY,90.0,55.0,108.0,,990130
9924,W,DOMESTIC,-84.24283,40.24904,GLOBAL POSITIONING SYSTEM,SHELBY,WASHINGTON,2005-06-13,120.0,940.0,,ROTARY,110.0,17.0,100.0,88,992316
10165,W,AGRIC/IRRIG,-84.33749,40.4288,GLOBAL POSITIONING SYSTEM,SHELBY,VAN BUREN,2005-09-07,321.0,972.7000122070312,LIMESTONE & SHALE,ROTARY,35.0,54.0,100.0,89,999730
10176,W,DOMESTIC,-84.24387999999999,40.39429,GLOBAL POSITIONING SYSTEM,SHELBY,VAN BUREN,2005-08-04,162.0,976.5,LIMESTONE,ROTARY,18.0,20.0,101.0,95,995925
10707,W,DOMESTIC,-84.41852,40.29885,GLOBAL POSITIONING SYSTEM,SHELBY,CYNTHIAN,2006-07-13,140.0,1021.4000244140625,GRAVEL & SAND,ROTARY,60.0,68.0,137.0,,2003948
10769,W,AGRIC/IRRIG,-84.15556,40.39101,GLOBAL POSITIONING SYSTEM,SHELBY,FRANKLIN,2006-08-29,83.0,1053.300048828125,GRAVEL & SAND,ROTARY,60.0,54.0,79.0,,2004814
10783,W,DOMESTIC,-84.40438999999999,40.30784,GLOBAL POSITIONING SYSTEM,SHELBY,CYNTHIAN,2006-08-31,221.0,991.5999755859375,LIMESTONE,ROTARY,50.0,58.0,130.0,116,2004844
10808,W,DOMESTIC,-84.24230999999999,40.25114,GLOBAL POSITIONING SYSTEM,SHELBY,WASHINGTON,2006-09-23,140.0,949.5999755859375,LIMESTONE,ROTARY,100.0,28.0,118.0,113,2005362
11343,W,DOMESTIC,-84.14757999999999,40.33077,GLOBAL POSITIONING SYSTEM,SHELBY,FRANKLIN,2007-06-08,100.0,1027.800048828125,SAND & GRAVEL,ROTARY,40.0,48.4,98.0,,2010245
11597,W,DOMESTIC,-84.41507,40.240449999999996,GLOBAL POSITIONING SYSTEM,SHELBY,LORAMIE,2007-06-15,121.0,972.2000122070312,LIMESTONE,AIR ROTARY,35.0,13.0,64.0,62,2010352
11724,W,DOMESTIC,-84.40668,40.232119999999995,GLOBAL POSITIONING SYSTEM,SHELBY,LORAMIE,2007-03-17,122.0,975.5,LIMESTONE,ROTARY,30.0,14.0,58.0,52,2008590
11773,W,DOMESTIC,-84.11295,40.322567,,SHELBY,SALEM,2006-10-10,209.0,1037.9000244140625,GRAVEL,ROTARY,15.0,60.0,209.0,,1000063
11781,W,AGRIC/IRRIG,-84.0316,40.31543,GLOBAL POSITIONING SYSTEM,SHELBY,PERRY,2007-04-02,51.0,1058.0,SAND & GRAVEL,ROTARY,40.0,19.0,48.0,,2008874
11902,W,,-84.146497,40.264717,DIGITIZED,SHELBY,ORANGE,1950-07-26,78.0,1003.0999755859375,GRAVEL,,24.0,48.0,78.0,,60161
11965,W,,-84.2445,40.258837,DIGITIZED,SHELBY,WASHINGTON,1961-05-22,48.0,619.0999755859375,GRAVEL,,12.0,28.0,48.0,,259544
12006,W,,-84.336044,40.252007,DIGITIZED,SHELBY,LORAMIE,1953-04-01,110.0,950.5,GRAVEL,,30.0,23.0,110.0,,100757
12007,W,,-84.338391,40.256412999999995,DIGITIZED,SHELBY,LORAMIE,1959-09-14,86.0,974.0999755859375,GRAVEL,,20.0,52.0,86.0,,199350
12222,W,,-84.35959,40.377469,DIGITIZED,SHELBY,MCLEAN,1949-05-09,62.0,956.7999877929688,GRAVEL,,20.0,18.0,62.0,,56607
12247,W,DRY/NO WATER,-84.11211999999999,40.34579,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2008-07-15,290.0,1066.300048828125,CLAY,ROTARY,,290.0,,,2017518
12327,W,DOMESTIC,-84.22748,40.26509,GLOBAL POSITIONING SYSTEM,SHELBY,WASHINGTON,2009-05-22,127.0,752.4000244140625,LIMESTONE,ROTARY,65.0,42.0,86.5,80,2022260
12348,W,OBSERVATION,-84.25271699999999,40.225500000000004,GLOBAL POSITIONING SYSTEM,SHELBY,WASHINGTON,2008-10-15,55.0,890.7999877929688,SAND & GRAVEL,AUGER,,10.0,45.0,,2020314
12369,W,DOMESTIC,-84.320934,40.437608999999995,DGS SURFICIAL MAPPING,SHELBY,VAN BUREN,2009-10-03,148.0,966.7000122070312,LIMESTONE,AIR ROTARY,20.0,45.0,95.0,86,2024643
12371,W,MONITOR,-84.17166999999999,40.28794,MAP-OTHERS,SHELBY,CLINTON,2008-08-06,102.5,1014.2999877929688,SILT/SAND/GRAVEL,ROTOSONIC,,53.0,107.0,,2020212
12587,W,AGRIC/IRRIG,-84.20443999999999,40.34211,GLOBAL POSITIONING SYSTEM,SHELBY,FRANKLIN,2008-09-11,142.0,1040.800048828125,GRAVEL & SAND,ROTARY,200.0,60.0,137.0,,2018576
12605,W,DOMESTIC,-84.3377,40.38137,GLOBAL POSITIONING SYSTEM,SHELBY,MCLEAN,2008-07-18,136.0,960.5,LIMESTONE,ROTARY,100.0,27.0,95.0,90,2017619
12694,W,DOMESTIC,-84.35687999999999,40.35442,GLOBAL POSITIONING SYSTEM,SHELBY,MCLEAN,2008-02-04,170.0,950.7999877929688,LIMESTONE,ROTARY,60.0,18.900000000000002,102.0,163,2015011
12887,W,DOMESTIC,-84.05677999999999,40.35445,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2011-09-27,143.0,1072.0,SAND & GRAVEL,ROTARY,60.0,69.0,140.0,,2034659
12983,W,DOMESTIC,-84.22590000000001,40.28261,GLOBAL POSITIONING SYSTEM,SHELBY,TURTLE CREEK,2010-08-20,106.0,987.5,LIMESTONE,ROTARY,50.0,32.5,67.0,64,2028496
13034,W,DOMESTIC,-84.41726,40.253879999999995,GLOBAL POSITIONING SYSTEM,SHELBY,LORAMIE,2010-11-01,181.0,1022.5999755859375,LIMESTONE,ROTARY,40.0,72.0,125.0,118,2029767
13144,W,DOMESTIC,-84.10333,40.47078,GLOBAL POSITIONING SYSTEM,SHELBY,JACKSON,2011-06-09,97.0,1054.800048828125,SAND & GRAVEL,ROTARY,80.0,47.9,95.0,,2032715
13293,W,DOMESTIC,-84.35629,40.35252,GLOBAL POSITIONING SYSTEM,SHELBY,MCLEAN,2010-09-30,167.0,956.4000244140625,LIMESTONE,ROTARY,90.0,25.400000000000002,103.0,90,2029185
13407,W,AGRIC/IRRIG,-84.26508,40.25637,GLOBAL POSITIONING SYSTEM,SHELBY,WASHINGTON,2013-06-25,179.0,985.0999755859375,LIMESTONE,ROTARY,45.0,57.6,98.0,90,2043426
13480,W,DOMESTIC,-84.12044999999999,40.302883,GLOBAL POSITIONING SYSTEM,SHELBY,PERRY,2013-09-25,250.0,891.0999755859375,LIMESTONE,ROTARY,8.0,118.0,205.0,203,2045109
13489,W,DOMESTIC,-84.00737,40.41824,GLOBAL POSITIONING SYSTEM,SHELBY,JACKSON,2013-04-08,220.0,1025.0999755859375,LIMESTONE,ROTARY,60.0,19.1,200.0,197,2042456
13493,W,DOMESTIC,-84.36729,40.32107,GLOBAL POSITIONING SYSTEM,SHELBY,CYNTHIAN,2014-02-13,219.0,982.2000122070312,LIMESTONE,ROTARY,15.0,48.7,135.0,130,2046406
13508,W,DOMESTIC,-84.01984,40.38288,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2013-10-25,122.0,1035.0,SAND & GRAVEL,ROTARY,20.0,26.400000000000002,118.0,,2045217
13541,W,DOMESTIC,-84.07369,40.36998,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2014-01-31,59.0,1056.9000244140625,SAND & GRAVEL,ROTARY,15.0,25.0,56.0,,2046322
13574,W,DOMESTIC,-84.14732,40.39416,GLOBAL POSITIONING SYSTEM,SHELBY,FRANKLIN,2013-08-08,221.0,1038.9000244140625,LIMESTONE,ROTARY,45.0,42.2,150.0,145,2043974
13797,W,DOMESTIC,-84.36977999999999,40.296189999999996,GLOBAL POSITIONING SYSTEM,SHELBY,CYNTHIAN,2015-09-29,123.0,978.7999877929688,LIMESTONE,ROTARY,20.0,50.0,100.0,89,2054000
13844,W,DOMESTIC,-84.09626,40.42801,GLOBAL POSITIONING SYSTEM,SHELBY,JACKSON,2015-06-10,82.0,1034.5999755859375,SAND & GRAVEL,ROTARY,20.0,16.0,79.0,,2052383
13889,W,DOMESTIC,-84.35667,40.235679999999995,GLOBAL POSITIONING SYSTEM,SHELBY,LORAMIE,2014-11-20,66.0,954.4000244140625,SAND & GRAVEL,ROTARY,20.0,20.0,63.0,,2050141
13966,W,DOMESTIC,-84.12826,40.42499,GLOBAL POSITIONING SYSTEM,SHELBY,DINSMORE,2016-11-10,141.0,,SAND & GRAVEL,ROTARY,20.0,61.0,138.0,,2059935
13993,W,DOMESTIC,-84.18202,40.40996,GLOBAL POSITIONING SYSTEM,SHELBY,DINSMORE,2016-04-22,86.0,,SAND & GRAVEL,ROTARY,40.0,25.0,83.0,,2056794
14023,W,DOMESTIC,-84.05751699999999,40.336717,GLOBAL POSITIONING SYSTEM,SHELBY,PERRY,2016-09-26,39.0,,SAND & GRAVEL,ROTARY,35.0,12.0,37.0,,2059285
14085,W,DOMESTIC,-84.307069,40.466043,GLOBAL POSITIONING SYSTEM,SHELBY,VAN BUREN,2016-10-31,180.0,,LIMESTONE,AIR ROTARY,40.0,40.0,148.0,140,2060031
14249,W,,-84.367721,40.294742,DIGITIZED,SHELBY,CYNTHIAN,1955-04-24,100.0,977.0,LIMESTONE,,12.0,50.0,93.0,92,132383
14328,W,DOMESTIC,-84.12843,40.347519999999996,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2019-12-06,82.0,,SAND & GRAVEL,ROTARY,25.0,43.0,79.0,,2077111
14347,W,DOMESTIC,-84.207405,40.307746,DIGITAL MAP,SHELBY,CLINTON,1998-09-10,84.0,1052.5999755859375,SAND & GRAVEL,ROTARY,25.0,31.0,81.60000000000001,,883634
14433,W,DOMESTIC,-84.34828,40.35324,GLOBAL POSITIONING SYSTEM,SHELBY,MCLEAN,2018-05-09,77.0,,SAND & GRAVEL,ROTARY,20.0,27.0,74.0,,2067773
14444,W,DOMESTIC,-84.224423,40.255915,DIGITAL MAP,SHELBY,WASHINGTON,2000-05-19,162.0,,LIMESTONE,ROTARY,20.0,43.0,81.0,73,915373
14480,W,DOMESTIC,-84.279442,40.263194999999996,DIGITIZED,SHELBY,WASHINGTON,1999-11-01,130.0,,GRAVEL & SAND,ROTARY,20.0,76.0,127.0,,905919
14483,W,DOMESTIC,-84.26043,40.225789999999996,GLOBAL POSITIONING SYSTEM,SHELBY,WASHINGTON,2018-04-30,100.0,,SAND & GRAVEL,ROTARY,20.0,57.0,96.0,,2067658
14484,W,DOMESTIC,-84.33889599999999,40.322123999999995,DIGITAL MAP,SHELBY,CYNTHIAN,1999-10-11,108.0,,GRAVEL & SAND,ROTARY,50.0,52.0,104.5,,902944
14488,W,DOMESTIC,-84.22008,40.37195,GLOBAL POSITIONING SYSTEM,SHELBY,FRANKLIN,2017-12-13,95.0,,SAND & GRAVEL,ROTARY,20.0,57.0,92.0,,2065968
14492,W,DOMESTIC,-84.135076,40.388118,DIGITAL MAP,SHELBY,FRANKLIN,1999-01-28,59.0,,GRAVEL,ROTARY,18.0,14.0,56.5,,889085
14493,W,DOMESTIC,-84.135009,40.394408999999996,DIGITAL MAP,SHELBY,FRANKLIN,1999-06-07,169.0,,LIMESTONE,ROTARY,60.0,32.0,148.5,143,897148
14546,W,DOMESTIC,-84.339345,40.410579999999996,DIGITAL MAP,SHELBY,MCLEAN,2000-02-01,181.0,,LIMESTONE,AIR ROTARY,50.0,57.0,106.0,99,908458
14547,W,DOMESTIC,-84.15055799999999,40.32922,DIGITAL MAP,SHELBY,FRANKLIN,1999-03-19,162.0,902.0999755859375,LIMESTONE,ROTARY,18.0,45.0,89.0,84,889141
14616,W,DOMESTIC,-84.101072,40.284966,DIGITAL MAP,SHELBY,PERRY,1999-05-13,104.0,1029.4000244140625,GRAVEL,AIR ROTARY,25.0,23.0,104.0,,874890
14624,W,DOMESTIC,-84.23175599999999,40.35544,DIGITAL MAP,SHELBY,TURTLE CREEK,1999-05-17,182.0,,LIMESTONE,ROTARY,20.0,47.0,95.0,89,894809
14626,W,DOMESTIC,-84.306823,40.426033,DIGITAL MAP,SHELBY,VAN BUREN,2000-02-11,142.0,,LIMESTONE,ROTARY,20.0,48.0,103.5,98,908474
14630,W,DOMESTIC,-84.23402399999999,40.438511,DIGITAL MAP,SHELBY,VAN BUREN,1998-05-16,78.0,,GRAVEL & SAND,ROTARY,20.0,38.0,75.5,,871333
14631,W,AGRIC/IRRIG,-84.31300999999999,40.450538,DIGITAL MAP,SHELBY,VAN BUREN,2000-06-05,172.0,,LIMESTONE,ROTARY,100.0,19.0,133.0,127,915393
14658,W,,-84.11891,40.288602,DIGITIZED,SHELBY,PERRY,1957-03-21,201.0,1097.4000244140625,LIMESTONE,,10.0,52.0,176.0,176,198818
14772,W,DOMESTIC,-84.175574,40.417972,DIGITAL MAP,SHELBY,DINSMORE,1998-07-13,64.0,,SAND & GRAVEL,ROTARY,20.0,34.0,64.0,,859996
14790,W,DOMESTIC,-84.09895999999999,40.327461,DIGITAL MAP,SHELBY,SALEM,2000-09-05,48.0,1020.9000244140625,SAND & GRAVEL,AIR ROTARY,35.0,26.0,43.0,,920779
14792,W,DOMESTIC,-84.407276,40.234477,DIGITAL MAP,SHELBY,LORAMIE,2000-11-28,122.0,,LIMESTONE,AIR ROTARY,18.0,14.0,55.5,52,924254
14795,W,DOMESTIC,-84.413314,40.231105,DIGITAL MAP,SHELBY,LORAMIE,1998-07-09,73.0,,GRAVEL,AIR ROTARY,20.0,19.0,71.0,,880701
14867,W,DOMESTIC,-84.233862,40.355990999999996,DIGITAL MAP,SHELBY,TURTLE CREEK,1998-09-10,202.0,857.2999877929688,LIMESTONE,ROTARY,25.0,43.0,95.0,86,883635
14908,W,DOMESTIC,-84.16211,40.211811999999995,DIGITAL MAP,SHELBY,ORANGE,1999-07-20,158.0,,GRAVEL & SAND,AIR ROTARY,50.0,66.0,155.0,,899073
14957,W,DOMESTIC,-84.31139,40.39348,GLOBAL POSITIONING SYSTEM,SHELBY,MCLEAN,2018-06-09,123.0,,LIMESTONE,ROTARY,50.0,29.0,74.0,68,2068387
14972,W,DOMESTIC,-84.32774599999999,40.418999,DIGITAL MAP,SHELBY,MCLEAN,2000-10-11,158.0,,LIMESTONE,AIR ROTARY,20.0,50.0,101.5,96,920723
14973,W,DOMESTIC,-84.351148,40.329499,DIGITAL MAP,SHELBY,MCLEAN,2000-08-28,124.0,,GRAVEL & SAND,AIR ROTARY,60.0,35.0,121.0,,920791
14991,W,DOMESTIC,-84.09416999999999,40.37113,GLOBAL POSITIONING SYSTEM,SHELBY,SALEM,2019-11-11,164.0,,SAND & GRAVEL,ROTARY,20.0,36.0,161.0,,2076708
20114,W,,-84.135223,40.204930999999995,DIGITIZED,SHELBY,ORANGE,1954-10-20,22.0,1063.199951171875,GRAVEL,,10.0,11.0,22.0,,131194
20115,W,,-84.071636,40.208704999999995,DIGITIZED,SHELBY,GREEN,1956-08-13,90.0,1100.5999755859375,GRAVEL,,10.0,33.0,90.0,,184854
20116,W,,-84.096485,40.200458999999995,DIGITIZED,SHELBY,GREEN,1960-09-21,125.0,1087.800048828125,GRAVEL,,20.0,30.0,125.0,,237624
20134,W,DOMESTIC,-84.25268799999999,40.237739,,SHELBY,WASHINGTON,1989-08-29,278.0,934.2000122070312,SHALE,ROTARY,10.0,72.0,193.0,175,702652
20148,W,DOMESTIC,-84.236139,40.237645,,SHELBY,WASHINGTON,1992-06-06,135.0,955.7999877929688,LIMESTONE,ROTARY,18.0,56.0,94.0,90,754044
20231,W,,-84.362314,40.289100000000005,DIGITIZED,SHELBY,CYNTHIAN,1951-05-15,60.0,991.2999877929688,GRAVEL,,10.0,20.0,60.0,,7888
20232,W,,-84.17398899999999,40.331894,DIGITIZED,SHELBY,FRANKLIN,,80.0,1013.5999755859375,GRAVEL,,20.0,46.0,80.0,,60191
20260,W,,-84.018075,40.454223999999996,DIGITIZED,SHELBY,JACKSON,1963-08-26,211.0,1023.7000122070312,LIMESTONE,,12.0,28.0,182.0,181,272741
20261,W,,-84.192878,40.364968,DIGITIZED,SHELBY,FRANKLIN,1969-09-13,188.0,1047.699951171875,LIMESTONE,,24.0,75.0,146.0,140,374335
20263,W,,-84.11552999999999,40.2766,DIGITIZED,SHELBY,PERRY,1961-08-22,48.0,743.5,GRAVEL,,12.0,17.0,48.0,,271813
20264,W,,-84.416817,40.234055999999995,DIGITIZED,SHELBY,LORAMIE,1954-05-27,43.0,972.7999877929688,GRAVEL,,20.0,10.0,43.0,,122174
20265,W,,-84.376755,40.234612,DIGITIZED,SHELBY,LORAMIE,1989-06-08,190.0,965.0999755859375,SAND & GRAVEL,,20.0,40.0,190.0,,199342
20267,W,,-84.285153,40.362169,DIGITIZED,SHELBY,TURTLE CREEK,1957-06-20,107.0,976.0,LIMESTONE,,20.0,24.0,86.0,82,161222
20268,W,,-84.327371,40.474779999999996,DIGITIZED,SHELBY,VAN BUREN,1965-11-20,100.0,923.9000244140625,LIMESTONE,,90.0,18.0,60.0,58,325271
20269,W,DOMESTIC,-84.049432,40.269005,,SHELBY,PERRY,1996-09-17,72.0,703.0,SAND & GRAVEL,ROTARY,20.0,13.0,69.0,,843447
20270,W,,-84.26556,40.340579999999996,,SHELBY,TURTLE CREEK,1979-09-24,49.0,1008.2000122070312,GRAVEL,,15.0,24.0,,,561285
20271,W,,-84.233201,40.408232999999996,DIGITIZED,SHELBY,VAN BUREN,1960-06-17,117.0,971.4000244140625,GRAVEL,,5.0,13.0,85.0,,217114
20272,W,,-84.303004,40.447894999999995,DIGITIZED,SHELBY,VAN BUREN,1953-11-23,108.0,960.4000244140625,SAND & GRAVEL,,,38.0,105.0,,105445
20273,W,,-84.325732,40.474242,DIGITIZED,SHELBY,VAN BUREN,1968-09-17,185.0,913.0999755859375,LIMESTONE,,90.0,,47.0,47,325274
20279,W,,-84.277112,40.269383,DIGITIZED,SHELBY,WASHINGTON,1953-12-06,128.0,1002.7999877929688,GRAVEL,,10.0,48.0,128.0,,43288
20280,W,,-84.236265,40.20476,DIGITIZED,SHELBY,WASHINGTON,1956-12-03,108.0,927.4000244140625,GRAVEL,,10.0,65.0,108.0,,151441
20281,W,,-84.235331,40.207989999999995,DIGITIZED,SHELBY,WASHINGTON,1955-04-10,84.0,944.0999755859375,GRAVEL & CLAY,,20.0,40.0,84.0,,122248
